recent_quakes_7d,recent_quakes_30d,max_mag_7d,max_mag_30d,energy_index_30d,depth_avg_30d,dist_to_fault_km,seismic_zone,label,lat,lon,date
0,0,0.0,0.0,0.0,35.0,43.4,4,0,23.05,72.825,2021-10-08
0,0,0.0,0.0,0.0,35.0,238.8,3,0,25.866,74.268,2018-02-23
0,0,0.0,0.0,0.0,35.0,85.3,5,0,25.021,91.837,2022-06-05
0,0,0.0,0.0,0.0,35.0,278.6,5,0,28.971,89.967,2016-06-15
0,0,0.0,0.0,0.0,35.0,178.9,2,0,26.687,98.769,2019-02-10
0,0,0.0,0.0,0.0,35.0,141.1,2,0,22.416,69.284,2017-01-02
0,0,0.0,0.0,0.0,35.0,949.1,2,0,13.061,66.157,2014-02-23
0,0,0.0,0.0,0.0,35.0,25.2,3,0,23.626,81.342,2014-10-25
0,1,0.0,4.3,1678.8,10.0,219.6,5,0,8.839,94.119,2014-12-31
0,0,0.0,0.0,0.0,35.0,103.8,3,0,19.6,83.764,2016-03-24
0,0,0.0,0.0,0.0,35.0,90.6,3,0,27.261,73.613,2022-07-23
0,0,0.0,0.0,0.0,35.0,1242.1,2,0,7.423,80.417,2018-04-14
0,0,0.0,0.0,0.0,35.0,34.3,4,0,27.151,87.698,2019-05-04
0,0,0.0,0.0,0.0,35.0,481.9,3,0,16.296,84.608,2020-09-01
0,0,0.0,0.0,0.0,35.0,57.4,4,0,28.533,82.251,2016-01-28
0,0,0.0,0.0,0.0,35.0,197.4,2,0,25.418,69.303,2020-11-21
0,0,0.0,0.0,0.0,35.0,186.9,3,0,21.934,70.663,2021-10-03
0,0,0.0,0.0,0.0,35.0,180.8,3,0,20.425,81.766,2017-11-22
0,0,0.0,0.0,0.0,35.0,135.7,3,0,25.282,89.41,2022-01-31
0,0,0.0,0.0,0.0,35.0,162.6,3,0,22.095,71.061,2012-12-06
0,0,0.0,0.0,0.0,35.0,506.2,3,0,13.526,88.802,2020-11-10
0,1,0.0,4.3,1678.8,10.0,113.3,2,0,21.492,96.957,2023-02-02
0,0,0.0,0.0,0.0,35.0,37.7,5,0,13.376,94.124,2013-08-28
0,1,0.0,4.5,2371.37,11.7,225.4,2,0,5.106,97.441,2022-11-24
0,0,0.0,0.0,0.0,35.0,93.5,5,0,24.24,70.436,2018-11-16
0,0,0.0,0.0,0.0,35.0,92.7,3,0,23.988,82.588,2020-04-11
0,1,0.0,4.5,2371.37,10.0,1021.9,2,0,35.75,67.736,2022-05-24
0,0,0.0,0.0,0.0,35.0,372.8,3,0,14.279,71.906,2024-07-09
0,0,0.0,0.0,0.0,35.0,130.5,5,0,12.643,92.195,2020-10-31
0,0,0.0,0.0,0.0,35.0,244.1,3,0,25.18,77.215,2013-12-27
0,0,0.0,0.0,0.0,35.0,307.0,3,0,19.015,71.442,2012-11-19
0,0,0.0,0.0,0.0,35.0,546.9,3,0,14.986,78.954,2020-10-20
0,0,0.0,0.0,0.0,35.0,69.7,5,0,23.074,70.999,2022-02-28
0,0,0.0,0.0,0.0,35.0,1279.3,2,0,5.525,76.536,2019-08-29
0,0,0.0,0.0,0.0,35.0,1289.4,2,0,6.37,69.018,2023-10-26
0,0,0.0,0.0,0.0,35.0,176.5,3,0,18.981,73.946,2017-04-23
0,0,0.0,0.0,0.0,35.0,1273.6,2,0,6.18,69.814,2012-07-06
0,0,0.0,0.0,0.0,35.0,290.2,3,0,21.183,80.805,2015-01-05
0,0,0.0,0.0,0.0,35.0,239.1,3,0,20.2,81.229,2014-04-08
0,0,0.0,0.0,0.0,35.0,409.3,5,0,29.341,93.756,2014-06-21
0,0,0.0,0.0,0.0,35.0,99.8,3,0,24.197,78.882,2016-08-18
0,0,0.0,0.0,0.0,35.0,117.0,4,0,30.044,78.152,2021-02-06
0,0,0.0,0.0,0.0,35.0,160.2,3,0,17.804,72.349,2016-11-12
0,0,0.0,0.0,0.0,35.0,155.8,3,0,23.979,76.407,2014-10-17
0,0,0.0,0.0,0.0,35.0,326.3,3,0,17.661,84.285,2024-06-30
0,1,0.0,4.3,1678.8,98.9,860.2,2,0,35.703,72.663,2014-04-29
0,0,0.0,0.0,0.0,35.0,249.7,3,0,25.23,77.788,2015-08-16
0,0,0.0,0.0,0.0,35.0,219.9,2,0,21.823,68.529,2014-01-31
0,0,0.0,0.0,0.0,35.0,188.1,3,0,23.999,74.647,2022-10-05
0,0,0.0,0.0,0.0,35.0,652.2,3,0,11.597,86.754,2023-10-26
0,0,0.0,0.0,0.0,35.0,803.7,5,0,35.752,74.942,2012-12-05
0,0,0.0,0.0,0.0,35.0,53.4,3,0,27.95,85.81,2014-01-22
1,1,5.1,5.1,6683.44,10.0,153.6,2,0,30.043,76.827,2012-03-09
0,0,0.0,0.0,0.0,35.0,578.3,2,0,11.141,98.545,2014-03-25
0,0,0.0,0.0,0.0,35.0,641.2,2,0,32.607,98.551,2023-06-20
0,0,0.0,0.0,0.0,35.0,253.3,3,0,18.506,82.332,2013-04-10
0,0,0.0,0.0,0.0,35.0,134.0,3,0,27.297,78.575,2022-09-22
0,0,0.0,0.0,0.0,35.0,348.5,5,0,28.681,93.672,2020-04-02
0,0,0.0,0.0,0.0,35.0,76.2,5,0,8.506,92.467,2022-04-01
0,0,0.0,0.0,0.0,35.0,893.3,3,0,11.21,80.149,2015-08-18
0,0,0.0,0.0,0.0,35.0,348.5,2,0,20.522,68.946,2017-05-12
0,0,0.0,0.0,0.0,35.0,173.7,3,0,23.967,76.083,2016-07-17
0,0,0.0,0.0,0.0,35.0,648.9,2,0,33.748,72.822,2014-07-22
0,0,0.0,0.0,0.0,35.0,117.9,5,0,24.948,91.15,2016-07-27
0,0,0.0,0.0,0.0,35.0,436.3,4,0,32.294,74.84,2013-04-21
0,0,0.0,0.0,0.0,35.0,445.3,2,0,9.638,96.548,2022-04-16
1,2,4.2,4.2,2601.04,68.7,52.0,5,0,22.046,93.379,2020-02-16
0,0,0.0,0.0,0.0,35.0,792.0,2,0,11.471,69.325,2024-11-02
0,0,0.0,0.0,0.0,35.0,123.6,5,0,23.444,92.862,2021-06-19
0,0,0.0,0.0,0.0,35.0,22.6,5,0,25.379,92.681,2015-08-08
0,0,0.0,0.0,0.0,35.0,232.7,3,0,25.416,85.792,2015-11-24
0,0,0.0,0.0,0.0,35.0,34.1,4,0,22.688,72.81,2021-04-26
0,0,0.0,0.0,0.0,35.0,299.0,2,0,20.655,98.853,2022-09-14
0,0,0.0,0.0,0.0,35.0,424.6,3,0,13.933,89.821,2017-08-13
0,1,0.0,4.5,2371.37,58.5,118.6,5,0,9.818,93.567,2015-06-05
1,1,4.0,4.0,1000.0,37.8,477.9,2,0,33.744,79.204,2013-01-28
0,0,0.0,0.0,0.0,35.0,116.4,5,0,24.434,70.517,2021-08-19
0,0,0.0,0.0,0.0,35.0,92.1,2,0,20.337,92.133,2014-04-13
0,0,0.0,0.0,0.0,35.0,428.7,5,0,32.332,75.512,2021-03-16
0,0,0.0,0.0,0.0,35.0,845.0,3,0,9.247,75.057,2014-02-13
0,0,0.0,0.0,0.0,35.0,44.9,3,0,16.719,74.613,2024-11-16
0,0,0.0,0.0,0.0,35.0,1296.9,2,0,5.781,80.465,2015-03-12
0,0,0.0,0.0,0.0,35.0,234.0,2,0,17.972,91.855,2020-05-23
0,0,0.0,0.0,0.0,35.0,539.7,2,0,27.525,65.046,2013-09-02
0,0,0.0,0.0,0.0,35.0,278.3,3,0,14.332,74.631,2021-08-20
1,1,4.2,4.2,1412.54,25.2,25.0,4,0,27.338,85.825,2016-09-23
0,0,0.0,0.0,0.0,35.0,200.7,2,0,7.591,94.949,2013-04-25
0,0,0.0,0.0,0.0,35.0,570.4,5,0,34.12,77.376,2013-03-29
0,0,0.0,0.0,0.0,35.0,295.4,5,0,23.361,90.663,2020-04-20
0,0,0.0,0.0,0.0,35.0,33.1,5,0,23.319,71.243,2016-09-04
0,0,0.0,0.0,0.0,35.0,55.0,5,0,25.455,91.954,2022-10-25
0,0,0.0,0.0,0.0,35.0,328.3,5,0,29.073,94.618,2016-10-15
0,0,0.0,0.0,0.0,35.0,94.8,2,0,29.348,75.896,2018-01-30
0,0,0.0,0.0,0.0,35.0,610.0,2,0,18.534,66.852,2020-06-12
0,0,0.0,0.0,0.0,35.0,32.4,4,0,23.506,71.818,2022-08-18
0,0,0.0,0.0,0.0,35.0,217.6,4,0,26.706,83.117,2018-08-22
0,0,0.0,0.0,0.0,35.0,43.8,5,0,24.7,94.281,2013-07-22
0,0,0.0,0.0,0.0,35.0,136.8,2,0,5.349,93.063,2016-02-04
0,0,0.0,0.0,0.0,35.0,178.2,3,0,25.437,87.604,2015-05-28
0,0,0.0,0.0,0.0,35.0,258.4,3,0,23.817,86.808,2012-08-04
0,0,0.0,0.0,0.0,35.0,158.9,3,0,17.666,72.328,2019-11-11
0,0,0.0,0.0,0.0,35.0,642.0,3,0,13.579,79.166,2013-06-30
0,0,0.0,0.0,0.0,35.0,108.1,3,0,27.629,78.99,2019-08-14
0,1,0.0,4.5,2371.37,99.2,151.0,5,0,27.123,94.647,2022-12-27
0,0,0.0,0.0,0.0,35.0,229.4,5,0,27.3,93.625,2022-01-26
0,0,0.0,0.0,0.0,35.0,222.1,3,0,21.028,77.157,2015-12-08
0,0,0.0,0.0,0.0,35.0,626.6,3,0,12.257,77.645,2018-07-19
0,0,0.0,0.0,0.0,35.0,1183.7,2,0,6.514,77.006,2022-04-23
0,0,0.0,0.0,0.0,35.0,151.7,3,0,24.796,70.467,2024-02-03
0,0,0.0,0.0,0.0,35.0,271.6,5,0,29.357,96.271,2015-07-12
0,0,0.0,0.0,0.0,35.0,205.4,5,0,24.165,90.767,2014-12-03
0,0,0.0,0.0,0.0,35.0,82.4,5,0,22.238,92.75,2012-11-11
0,0,0.0,0.0,0.0,35.0,742.3,3,0,10.203,75.253,2012-08-23
0,0,0.0,0.0,0.0,35.0,143.9,3,0,24.574,72.291,2019-04-08
0,0,0.0,0.0,0.0,35.0,744.0,3,0,13.185,80.03,2018-09-18
0,2,0.0,4.3,2678.8,114.5,42.1,5,0,26.378,95.517,2024-12-13
0,0,0.0,0.0,0.0,35.0,434.4,2,0,30.586,89.77,2021-12-31
0,0,0.0,0.0,0.0,35.0,169.6,5,0,26.927,93.101,2015-03-19
0,0,0.0,0.0,0.0,35.0,1273.9,2,0,8.74,65.843,2017-01-10
0,0,0.0,0.0,0.0,35.0,60.5,3,0,26.305,88.933,2016-06-17
0,0,0.0,0.0,0.0,35.0,361.5,2,0,12.109,96.813,2018-04-26
0,0,0.0,0.0,0.0,35.0,32.8,4,0,27.154,88.282,2014-01-16
0,0,0.0,0.0,0.0,35.0,373.0,3,0,17.622,81.676,2023-07-23
0,0,0.0,0.0,0.0,35.0,567.9,5,0,34.07,77.276,2015-05-27
0,0,0.0,0.0,0.0,35.0,465.7,3,0,18.684,78.128,2012-05-10
0,0,0.0,0.0,0.0,35.0,127.7,5,0,22.732,92.282,2024-08-31
0,0,0.0,0.0,0.0,35.0,713.9,3,0,14.551,80.966,2021-05-28
0,1,0.0,4.6,2818.38,24.7,172.5,5,0,14.236,92.393,2021-08-04
0,0,0.0,0.0,0.0,35.0,68.3,2,0,18.254,93.407,2014-01-06
1,3,4.8,4.8,6659.88,67.3,164.5,5,0,24.398,95.97,2019-08-10
0,0,0.0,0.0,0.0,35.0,163.5,3,0,23.524,74.354,2021-04-08
0,0,0.0,0.0,0.0,35.0,486.9,3,0,13.747,70.946,2022-06-13
0,0,0.0,0.0,0.0,35.0,334.5,2,0,29.168,69.656,2016-04-03
0,0,0.0,0.0,0.0,35.0,719.9,3,0,14.263,81.68,2018-11-09
0,0,0.0,0.0,0.0,35.0,644.5,3,0,14.725,84.016,2022-06-24
0,0,0.0,0.0,0.0,35.0,200.6,3,0,26.71,76.251,2022-09-07
0,0,0.0,0.0,0.0,35.0,189.1,3,0,19.071,73.469,2023-02-12
0,0,0.0,0.0,0.0,35.0,327.1,2,0,25.633,65.967,2018-04-20
1,1,4.0,4.0,1000.0,10.0,44.3,4,0,27.396,87.947,2022-11-11
0,0,0.0,0.0,0.0,35.0,527.1,2,0,32.787,86.352,2022-10-05
0,0,0.0,0.0,0.0,35.0,244.8,4,0,31.185,77.689,2012-06-23
0,0,0.0,0.0,0.0,35.0,1069.2,2,0,10.211,66.989,2019-04-03
0,0,0.0,0.0,0.0,35.0,376.4,3,0,13.542,75.153,2018-03-14
0,0,0.0,0.0,0.0,35.0,18.6,3,0,23.648,81.424,2018-08-02
0,0,0.0,0.0,0.0,35.0,56.8,3,0,23.745,82.055,2016-03-12
0,0,0.0,0.0,0.0,35.0,101.1,5,0,24.16,70.683,2019-04-27
1,2,4.7,4.8,7330.73,11.9,492.7,2,0,31.458,88.289,2018-11-02
0,0,0.0,0.0,0.0,35.0,137.4,3,0,15.753,74.883,2019-12-21
0,0,0.0,0.0,0.0,35.0,1075.2,2,0,5.413,82.618,2020-06-13
0,0,0.0,0.0,0.0,35.0,78.6,2,0,18.184,96.311,2015-09-28
1,1,4.4,4.4,1995.26,87.3,32.9,5,0,25.014,94.326,2024-08-12
0,0,0.0,0.0,0.0,35.0,301.5,2,0,31.605,82.872,2024-01-07
0,0,0.0,0.0,0.0,35.0,196.3,3,0,25.466,87.025,2012-06-22
0,0,0.0,0.0,0.0,35.0,61.7,5,0,25.264,93.056,2021-12-30
0,0,0.0,0.0,0.0,35.0,208.5,5,0,24.125,90.962,2019-10-04
0,2,0.0,4.6,4230.92,68.2,87.3,5,0,22.615,95.758,2017-01-26
0,0,0.0,0.0,0.0,35.0,381.9,3,0,13.569,75.406,2014-11-23
0,3,0.0,4.3,4091.34,13.1,22.7,5,0,26.699,89.552,2014-08-04
0,0,0.0,0.0,0.0,35.0,286.5,3,0,17.937,83.225,2016-06-27
0,0,0.0,0.0,0.0,35.0,56.0,4,0,29.339,77.573,2022-08-09
0,0,0.0,0.0,0.0,35.0,246.6,5,0,23.173,91.207,2012-04-25
0,0,0.0,0.0,0.0,35.0,344.8,2,0,30.036,96.283,2016-09-09
0,0,0.0,0.0,0.0,35.0,536.6,3,0,11.401,87.8,2012-09-27
0,0,0.0,0.0,0.0,35.0,229.1,3,0,25.985,84.11,2019-11-20
0,0,0.0,0.0,0.0,35.0,268.5,3,0,25.003,85.914,2017-07-05
0,1,0.0,4.4,1995.26,65.3,103.6,5,0,7.187,92.866,2012-05-25
0,0,0.0,0.0,0.0,35.0,127.1,2,0,27.906,97.785,2015-12-09
0,0,0.0,0.0,0.0,35.0,187.6,2,0,22.188,98.102,2014-04-19
0,0,0.0,0.0,0.0,35.0,878.8,2,0,34.455,93.944,2022-09-24
0,0,0.0,0.0,0.0,35.0,186.5,3,0,21.241,76.694,2014-06-29
0,1,0.0,4.2,1412.54,10.0,118.8,5,0,27.046,90.757,2022-07-14
0,0,0.0,0.0,0.0,35.0,57.8,5,0,24.983,92.445,2018-07-20
0,0,0.0,0.0,0.0,35.0,1186.9,2,0,6.299,76.156,2014-09-05
0,2,0.0,4.9,6410.32,27.3,105.9,5,0,7.402,92.748,2022-01-15
1,1,4.5,4.5,2371.37,31.4,172.8,5,0,8.662,93.421,2016-04-26
0,0,0.0,0.0,0.0,35.0,836.9,2,0,33.632,92.283,2020-04-29
0,0,0.0,0.0,0.0,35.0,167.7,3,0,17.467,72.221,2021-11-28
0,0,0.0,0.0,0.0,35.0,321.6,2,0,26.649,69.053,2020-12-09
0,0,0.0,0.0,0.0,35.0,165.9,3,0,24.41,76.966,2015-11-14
0,0,0.0,0.0,0.0,35.0,304.7,4,0,31.355,76.38,2021-02-24
0,0,0.0,0.0,0.0,35.0,285.3,3,0,26.199,80.496,2018-03-17
0,0,0.0,0.0,0.0,35.0,403.8,2,0,30.631,97.07,2020-01-27
0,0,0.0,0.0,0.0,35.0,120.3,3,0,24.801,81.95,2023-07-22
0,0,0.0,0.0,0.0,35.0,337.7,3,0,17.819,81.989,2023-01-22
0,0,0.0,0.0,0.0,35.0,69.8,3,0,23.77,80.119,2013-04-08
0,0,0.0,0.0,0.0,35.0,414.8,2,0,20.94,65.909,2016-02-07
0,0,0.0,0.0,0.0,35.0,106.6,3,0,16.808,73.011,2014-03-31
0,0,0.0,0.0,0.0,35.0,253.5,3,0,26.155,82.678,2023-02-15
0,0,0.0,0.0,0.0,35.0,568.8,3,0,11.462,87.511,2023-01-30
0,1,0.0,4.6,2818.38,73.0,101.8,5,0,22.358,92.522,2024-03-17
0,0,0.0,0.0,0.0,35.0,1076.0,2,0,35.483,66.074,2021-09-26
0,0,0.0,0.0,0.0,35.0,1107.3,3,0,8.812,80.304,2020-07-10
0,0,0.0,0.0,0.0,35.0,170.0,4,0,27.631,81.227,2018-11-18
0,0,0.0,0.0,0.0,35.0,935.8,3,0,10.253,79.643,2019-02-03
0,0,0.0,0.0,0.0,35.0,348.5,2,0,20.599,68.719,2023-02-01
0,0,0.0,0.0,0.0,35.0,165.3,4,0,26.932,84.455,2022-10-04
0,0,0.0,0.0,0.0,35.0,1093.0,2,0,10.002,66.895,2017-12-28
0,1,0.0,4.5,2371.37,22.8,100.3,5,0,12.468,92.411,2018-06-19
0,0,0.0,0.0,0.0,35.0,158.6,2,0,30.362,77.513,2020-04-20
0,0,0.0,0.0,0.0,35.0,831.2,3,0,13.336,81.061,2019-09-27
1,1,4.2,4.2,1412.54,10.0,116.4,2,0,8.881,91.429,2019-12-18
0,1,0.0,4.2,1412.54,29.4,506.7,4,0,32.99,75.092,2013-12-27
0,0,0.0,0.0,0.0,35.0,1086.5,2,0,7.096,75.367,2019-08-28
0,0,0.0,0.0,0.0,35.0,200.2,3,0,21.804,70.844,2021-07-23
0,0,0.0,0.0,0.0,35.0,622.2,5,0,33.845,74.065,2022-08-14
0,0,0.0,0.0,0.0,35.0,808.6,2,0,36.544,77.843,2020-11-02
0,0,0.0,0.0,0.0,35.0,90.7,5,0,27.233,89.9,2016-09-13
0,1,0.0,4.3,1678.8,10.0,194.9,3,0,25.246,70.17,2015-10-28
0,0,0.0,0.0,0.0,35.0,579.2,3,0,16.627,79.824,2023-03-26
0,0,0.0,0.0,0.0,35.0,1070.7,2,0,36.171,67.561,2024-02-07
0,2,0.0,4.3,2867.31,84.9,91.4,5,0,23.19,93.985,2021-02-06
0,1,0.0,4.1,1188.5,49.7,231.1,2,0,24.986,97.57,2014-03-18
0,0,0.0,0.0,0.0,35.0,755.1,3,0,13.748,84.259,2023-12-30
0,0,0.0,0.0,0.0,35.0,360.3,2,0,31.389,74.307,2018-11-08
0,0,0.0,0.0,0.0,35.0,675.3,3,0,14.597,87.558,2019-02-10
0,2,0.0,5.0,7618.68,33.8,111.7,5,0,11.005,93.061,2024-05-13
0,0,0.0,0.0,0.0,35.0,144.0,4,0,30.511,79.065,2016-04-08
0,0,0.0,0.0,0.0,35.0,464.0,2,0,11.814,97.712,2022-07-26
0,0,0.0,0.0,0.0,35.0,209.9,3,0,22.131,82.458,2021-10-24
0,0,0.0,0.0,0.0,35.0,516.2,2,0,28.252,67.036,2016-08-01
0,0,0.0,0.0,0.0,35.0,77.6,5,0,23.961,93.986,2018-10-26
0,0,0.0,0.0,0.0,35.0,48.8,2,0,18.128,94.246,2013-07-12
0,0,0.0,0.0,0.0,35.0,437.9,4,0,32.071,74.076,2018-07-10
0,0,0.0,0.0,0.0,35.0,836.9,3,0,13.206,85.442,2021-03-09
0,0,0.0,0.0,0.0,35.0,174.2,5,0,23.768,91.982,2019-01-18
0,0,0.0,0.0,0.0,35.0,128.1,5,0,24.465,70.688,2012-11-30
0,0,0.0,0.0,0.0,35.0,263.1,5,0,23.546,91.034,2018-04-25
0,0,0.0,0.0,0.0,35.0,174.6,5,0,10.632,93.986,2022-12-25
1,2,4.6,5.4,14038.57,118.1,220.9,2,0,6.77,95.481,2019-02-15
0,0,0.0,0.0,0.0,35.0,652.9,2,0,32.749,95.62,2021-03-19
0,0,0.0,0.0,0.0,35.0,67.1,5,0,26.494,95.114,2020-12-26
0,0,0.0,0.0,0.0,35.0,277.9,2,0,28.176,69.779,2014-08-05
0,0,0.0,0.0,0.0,35.0,292.1,2,0,21.008,69.102,2023-11-12
0,1,0.0,4.3,1678.8,10.0,154.0,3,0,25.952,86.989,2019-02-11
0,0,0.0,0.0,0.0,35.0,57.4,3,0,23.449,77.223,2017-05-17
0,0,0.0,0.0,0.0,35.0,803.6,2,0,11.976,68.632,2016-11-19
0,0,0.0,0.0,0.0,35.0,185.6,3,0,19.063,73.646,2013-05-04
0,0,0.0,0.0,0.0,35.0,189.3,5,0,24.298,90.952,2024-04-28
0,0,0.0,0.0,0.0,35.0,129.3,3,0,16.485,72.911,2015-05-03
0,0,0.0,0.0,0.0,35.0,306.6,3,0,14.471,75.733,2012-11-12
0,0,0.0,0.0,0.0,35.0,90.0,5,0,26.191,96.989,2017-06-17
0,0,0.0,0.0,0.0,35.0,197.2,2,0,11.237,94.834,2020-03-22
0,0,0.0,0.0,0.0,35.0,192.2,4,0,26.928,83.187,2017-05-21
0,0,0.0,0.0,0.0,35.0,60.6,2,0,17.431,95.933,2020-11-24
0,1,0.0,4.6,2818.38,51.3,652.4,5,0,34.374,75.23,2017-05-13
0,0,0.0,0.0,0.0,35.0,123.4,4,0,26.561,86.664,2019-03-14
0,0,0.0,0.0,0.0,35.0,89.3,4,0,29.536,78.814,2012-11-04
0,0,0.0,0.0,0.0,35.0,213.1,5,0,28.293,90.262,2022-08-26
0,0,0.0,0.0,0.0,35.0,647.9,5,0,34.648,76.313,2021-07-23
0,0,0.0,0.0,0.0,35.0,609.7,2,0,31.248,93.03,2017-12-08
0,0,0.0,0.0,0.0,35.0,515.4,3,0,16.259,85.472,2024-05-14
0,0,0.0,0.0,0.0,35.0,546.5,2,0,19.504,65.93,2013-04-02
0,0,0.0,0.0,0.0,35.0,914.0,3,0,10.88,80.076,2015-02-19
0,1,0.0,4.4,1995.26,41.1,451.9,4,0,32.513,75.255,2013-12-05
0,0,0.0,0.0,0.0,35.0,583.8,5,0,34.065,76.379,2015-01-01
0,0,0.0,0.0,0.0,35.0,141.3,5,0,26.944,91.95,2019-04-01
0,0,0.0,0.0,0.0,35.0,222.7,3,0,25.941,84.043,2019-06-07
0,0,0.0,0.0,0.0,35.0,802.8,3,0,11.357,79.093,2016-03-01
0,0,0.0,0.0,0.0,35.0,85.5,2,0,13.779,94.537,2017-02-12
0,0,0.0,0.0,0.0,35.0,246.9,2,0,31.692,79.588,2017-03-19
3,47,4.6,7.5,518405.72,200.6,933.2,2,0,36.172,71.741,2015-11-14
0,0,0.0,0.0,0.0,35.0,99.0,3,0,22.716,79.041,2014-01-30
0,0,0.0,0.0,0.0,35.0,889.1,3,0,10.444,84.286,2012-05-26
0,0,0.0,0.0,0.0,35.0,24.6,2,0,18.925,96.28,2022-04-05
0,0,0.0,0.0,0.0,35.0,159.7,3,0,20.813,72.632,2016-08-22
0,0,0.0,0.0,0.0,35.0,236.7,3,0,26.254,84.065,2023-03-03
0,1,0.0,4.7,3349.65,140.2,103.4,5,0,10.925,92.4,2018-06-07
0,0,0.0,0.0,0.0,35.0,718.9,3,0,11.06,71.133,2015-05-11
0,0,0.0,0.0,0.0,35.0,182.8,5,0,23.942,91.804,2017-08-27
0,0,0.0,0.0,0.0,35.0,191.5,3,0,18.089,72.143,2022-08-08
0,0,0.0,0.0,0.0,35.0,327.5,5,0,28.398,93.09,2016-11-04
0,0,0.0,0.0,0.0,35.0,140.3,5,0,27.671,90.028,2017-10-31
0,0,0.0,0.0,0.0,35.0,309.3,3,0,20.735,70.331,2017-05-08
0,1,0.0,5.8,22387.21,93.0,60.0,5,0,25.487,94.257,2013-02-07
0,0,0.0,0.0,0.0,35.0,78.5,5,0,24.479,68.71,2020-12-08
0,0,0.0,0.0,0.0,35.0,322.4,2,0,9.232,95.336,2013-01-02
0,0,0.0,0.0,0.0,35.0,810.6,3,0,13.329,82.127,2019-09-10
0,0,0.0,0.0,0.0,35.0,860.1,3,0,9.221,75.789,2023-12-25
0,0,0.0,0.0,0.0,35.0,293.7,5,0,23.467,90.177,2014-12-14
0,0,0.0,0.0,0.0,35.0,240.4,3,0,25.624,79.942,2021-09-24
0,0,0.0,0.0,0.0,35.0,55.1,5,0,25.452,93.046,2017-12-31
0,0,0.0,0.0,0.0,35.0,378.4,3,0,18.945,70.609,2023-02-07
0,0,0.0,0.0,0.0,35.0,165.6,5,0,9.84,94.003,2021-12-14
0,0,0.0,0.0,0.0,35.0,197.9,5,0,23.218,91.733,2022-08-19
0,0,0.0,0.0,0.0,35.0,229.7,3,0,14.869,74.964,2023-03-09
0,0,0.0,0.0,0.0,35.0,24.9,5,0,25.455,92.743,2022-05-08
0,0,0.0,0.0,0.0,35.0,209.1,3,0,25.879,83.592,2019-12-04
0,0,0.0,0.0,0.0,35.0,288.7,3,0,24.136,86.34,2023-06-30
0,0,0.0,0.0,0.0,35.0,178.6,3,0,23.024,87.547,2016-11-05
0,0,0.0,0.0,0.0,35.0,780.9,2,0,36.092,82.885,2024-11-19
0,0,0.0,0.0,0.0,35.0,115.7,3,0,25.985,88.492,2014-03-14
0,0,0.0,0.0,0.0,35.0,487.2,2,0,5.831,88.165,2014-10-27
0,0,0.0,0.0,0.0,35.0,220.3,3,0,24.217,74.424,2019-05-05
0,0,0.0,0.0,0.0,35.0,41.5,4,0,26.841,89.331,2022-11-05
0,0,0.0,0.0,0.0,35.0,119.9,5,0,25.377,90.023,2013-01-25
0,0,0.0,0.0,0.0,35.0,738.1,5,0,35.429,76.047,2024-11-06
0,0,0.0,0.0,0.0,35.0,229.6,3,0,23.195,85.575,2019-05-02
0,0,0.0,0.0,0.0,35.0,51.3,4,0,28.802,83.603,2020-08-21
0,1,0.0,4.2,1412.54,76.9,94.9,5,0,23.712,93.86,2021-01-11
0,0,0.0,0.0,0.0,35.0,108.7,3,0,23.833,84.554,2021-02-09
0,0,0.0,0.0,0.0,35.0,163.1,3,0,19.818,82.117,2018-10-12
1,1,4.6,4.6,2818.38,124.0,139.0,5,0,10.444,93.687,2015-01-11
0,1,0.0,4.4,1995.26,35.0,157.5,5,0,27.328,91.551,2023-01-24
0,1,0.0,4.2,1412.54,96.7,11.9,5,0,11.906,93.252,2021-07-28
0,0,0.0,0.0,0.0,35.0,82.9,5,0,10.744,92.455,2021-10-27
0,0,0.0,0.0,0.0,35.0,1051.2,2,0,7.974,82.454,2022-06-25
0,1,0.0,4.3,1678.8,10.0,89.4,3,0,25.724,89.264,2023-03-12
0,0,0.0,0.0,0.0,35.0,222.2,2,0,25.711,67.855,2022-08-02
0,0,0.0,0.0,0.0,35.0,23.5,2,0,28.61,75.794,2014-12-13
0,0,0.0,0.0,0.0,35.0,256.0,3,0,14.613,73.454,2021-09-04
0,0,0.0,0.0,0.0,35.0,101.6,4,0,29.704,82.669,2023-08-07
0,0,0.0,0.0,0.0,35.0,117.6,2,0,9.152,91.859,2024-10-31
0,0,0.0,0.0,0.0,35.0,482.1,3,0,16.375,84.909,2023-05-18
0,0,0.0,0.0,0.0,35.0,598.2,3,0,13.646,78.718,2016-03-03
0,0,0.0,0.0,0.0,35.0,1270.9,2,0,6.448,79.153,2018-10-05
0,0,0.0,0.0,0.0,35.0,825.2,3,0,12.82,80.681,2018-01-11
0,0,0.0,0.0,0.0,35.0,251.5,3,0,26.24,83.844,2013-11-02
1,5,4.3,4.6,9900.25,79.3,98.3,5,0,24.33,94.635,2014-06-21
0,0,0.0,0.0,0.0,35.0,79.7,4,0,28.023,77.467,2015-12-08
0,0,0.0,0.0,0.0,35.0,387.3,3,0,19.725,78.773,2023-01-01
0,0,0.0,0.0,0.0,35.0,79.9,2,0,28.396,79.943,2020-12-10
0,0,0.0,0.0,0.0,35.0,1118.2,2,0,7.804,69.594,2016-05-13
